"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"b1b2[3,58] Full STAT",-119.5429894192,-122.9075,-398.406636797576,12282.7,0.95,-9320.63,9570.57,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,58] Endow STAT",2267.6032924662,2139.185,2346.36968059721,8809.4,0.95,-7668.32,12005.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,58] Disting STAT",1668.24518012373,1648.285,1920.0989612657,10122.9,0.95,-6970.63,10757.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,59] Assis TELC",-1333.60592700293,-1303.19,-1158.08720397007,6447.6,0.95,-7943.29,5566.73,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,59] Assoc TELC",-2013.8285497918,-2035.995,-2118.29119119243,12566.2,0.95,-9742.56,5599.56,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,59] Full TELC",1046.2808587336,1050.27,994.873256778952,14367.9,0.95,-6822.35,8613.03,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,59] Endow TELC",61.4702691033333,65.6127,222.537258923865,13280.6,0.95,-9499.5,9247.37,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,59] Disting TELC",2239.6832489718,2156.835,1419.66357089686,9742.9,0.95,-6743.12,11657.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,60] Assis THTR",1873.00323943651,1869.505,2013.60236816067,2545.4,0.95,-4273.26,8028.93,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,60] Assoc THTR",-2425.37510367416,-2401.705,-2481.31457334862,2669.1,0.95,-8903.35,3597.93,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,60] Full THTR",192.8217299926,139.6405,25.0576111889604,8392.1,0.95,-9439.31,9705.15,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,60] Endow THTR",184.111571455333,208.636,578.713227198656,7326.4,0.95,-9379.5,9345.91,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,60] Disting THTR",175.438598062933,142.312,70.7472206055281,8770.7,0.95,-8887.27,10217.1,NA,NA,NA,NA,NA,NA,NA
"m[1,1] Assis ACTG",182627.975,182668,182612.105731207,12977.1,0.95,178679,186217,NA,NA,NA,NA,NA,NA,NA
"m[2,1] Assoc ACTG",194707.9774,196173,198527.845446958,5154,0.95,182266,203443,NA,NA,NA,NA,NA,NA,NA
"m[3,1] Full ACTG",214417.064866667,214572,215198.001409413,3345.6,0.95,200918,227791,NA,NA,NA,NA,NA,NA,NA
"m[4,1] Endow ACTG",238434.664533333,238063.5,237615.876471906,3936.1,0.95,225460,252156,NA,NA,NA,NA,NA,NA,NA
"m[5,1] Disting ACTG",269492.723066667,269793.5,271159.973790516,2508.7,0.95,249496,290034,NA,NA,NA,NA,NA,NA,NA
"m[1,2] Assis AFRO",68204.7306466667,68146.45,67076.4625653281,11987.6,0.95,51583.8,84526.4,NA,NA,NA,NA,NA,NA,NA
"m[2,2] Assoc AFRO",79854.1309866667,79817.9,79792.2451816665,13744.5,0.95,68803.8,91775.9,NA,NA,NA,NA,NA,NA,NA
"m[3,2] Full AFRO",108059.444573333,108165.5,108304.761389741,14409.9,0.95,96063.7,119847,NA,NA,NA,NA,NA,NA,NA
"m[4,2] Endow AFRO",132770.35178,132664.5,132683.996851599,11021.7,0.95,115405,149926,NA,NA,NA,NA,NA,NA,NA
"m[5,2] Disting AFRO",160057.981,160292,160867.171296778,4048.2,0.95,139221,181827,NA,NA,NA,NA,NA,NA,NA
"m[1,3] Assis AMST",63225.14708,63191.2,63281.3817375441,6164.1,0.95,56923.4,69690.9,NA,NA,NA,NA,NA,NA,NA
"m[2,3] Assoc AMST",75758.1115866667,75761.75,75751.623346007,13249.4,0.95,73152.9,78340.9,NA,NA,NA,NA,NA,NA,NA
"m[3,3] Full AMST",103552.631633333,103510.5,103800.975584209,2978.8,0.95,90199,117715,NA,NA,NA,NA,NA,NA,NA
"m[4,3] Endow AMST",128289.118373333,128187,127574.223661144,3118.4,0.95,113911,143667,NA,NA,NA,NA,NA,NA,NA
"m[5,3] Disting AMST",155547.0764,155758.5,158170.110457981,2597.5,0.95,135958,174657,NA,NA,NA,NA,NA,NA,NA
"m[1,4] Assis ANTH",64924.0932133333,65456.95,71745.1089964008,5111.2,0.95,52205.8,76559.2,NA,NA,NA,NA,NA,NA,NA
"m[2,4] Assoc ANTH",75534.6097733333,75480.15,75317.5414433497,15065.5,0.95,72173.5,79198.3,NA,NA,NA,NA,NA,NA,NA
"m[3,4] Full ANTH",99782.59562,99583.8,99573.4347241018,6731,0.95,90149.3,110134,NA,NA,NA,NA,NA,NA,NA
"m[4,4] Endow ANTH",124113.234066667,123435,117130.483341655,5409.6,0.95,112449,138101,NA,NA,NA,NA,NA,NA,NA
"m[5,4] Disting ANTH",153980.418333333,154197.5,154207.509202414,3036.3,0.95,133595,172778,NA,NA,NA,NA,NA,NA,NA
"m[1,5] Assis APHS",74316.8516466667,74233.4,74233.1092591829,13713.1,0.95,72103.3,76778.9,NA,NA,NA,NA,NA,NA,NA
"m[2,5] Assoc APHS",91488.90618,91459.9,91416.0667847462,8142.5,0.95,87071.8,95986.3,NA,NA,NA,NA,NA,NA,NA
"m[3,5] Full APHS",120226.99854,120027,118689.378106245,2387.1,0.95,107547,133811,NA,NA,NA,NA,NA,NA,NA
"m[4,5] Endow APHS",142694.919933333,142517,141066.971921079,2820.2,0.95,127921,157280,NA,NA,NA,NA,NA,NA,NA
"m[5,5] Disting APHS",169862.027066667,170022,171697.230964461,2790,0.95,149767,188541,NA,NA,NA,NA,NA,NA,NA
"m[1,6] Assis AST",69529.5782866667,69086.1,68841.9026512414,3449.2,0.95,58350.2,81899.1,NA,NA,NA,NA,NA,NA,NA
"m[2,6] Assoc AST",79869.04996,79092.25,79116.1249466607,4606.3,0.95,73937.7,88580.4,NA,NA,NA,NA,NA,NA,NA
"m[3,6] Full AST",110476.585126667,110266,109292.914760405,3149.2,0.95,97343.5,124308,NA,NA,NA,NA,NA,NA,NA
"m[4,6] Endow AST",135708.834466667,135347,135094.662282904,2620.3,0.95,119879,152547,NA,NA,NA,NA,NA,NA,NA
"m[5,6] Disting AST",161655.832266667,161703,160028.991672905,2930.1,0.95,141334,182061,NA,NA,NA,NA,NA,NA,NA
"m[1,7] Assis BEPP",128403.404533333,128400,128407.883370935,7515.7,0.95,128271,128529,NA,NA,NA,NA,NA,NA,NA
"m[2,7] Assoc BEPP",143201.695533333,143481.5,143647.438514799,59.3,0.95,133679,153491,NA,NA,NA,NA,NA,NA,NA
"m[3,7] Full BEPP",169355.766533333,169617,169632.05289633,30,0.95,153190,186398,NA,NA,NA,NA,NA,NA,NA
"m[4,7] Endow BEPP",194698.9548,194906.5,195665.762872857,50.5,0.95,178051,211292,NA,NA,NA,NA,NA,NA,NA
"m[5,7] Disting BEPP",221453.006066667,221856,222985.370057744,169.4,0.95,199841,242911,NA,NA,NA,NA,NA,NA,NA
"m[1,8] Assis BFIN",197414.3246,197463.5,197295.443035716,14409.7,0.95,190649,203767,NA,NA,NA,NA,NA,NA,NA
"m[2,8] Assoc BFIN",214138.352333333,214432,215089.019617366,10531.4,0.95,204952,222817,NA,NA,NA,NA,NA,NA,NA
"m[3,8] Full BFIN",237564.7974,237639,238557.15471258,10146,0.95,222900,250748,NA,NA,NA,NA,NA,NA,NA
"m[4,8] Endow BFIN",259130.396866667,259035.5,259107.437205843,7651.4,0.95,245686,273709,NA,NA,NA,NA,NA,NA,NA
"m[5,8] Disting BFIN",288908.751,289162.5,289118.639331252,3324.5,0.95,268959,309165,NA,NA,NA,NA,NA,NA,NA
"m[1,9] Assis BI",76943.8467333333,76933.4,76905.2010729209,14020.8,0.95,76642.7,77306.5,NA,NA,NA,NA,NA,NA,NA
"m[2,9] Assoc BI",87830.7784133333,87835.25,88310.3028330796,1304.8,0.95,81978.5,93301.7,NA,NA,NA,NA,NA,NA,NA
"m[3,9] Full BI",118446.731926667,118394.5,117943.064428484,761.3,0.95,109857,127304,NA,NA,NA,NA,NA,NA,NA
"m[4,9] Endow BI",139482.634333333,138525,135690.706139239,695.1,0.95,129282,151600,NA,NA,NA,NA,NA,NA,NA
"m[5,9] Disting BI",171065.033266667,171169,171248.376911499,2602.2,0.95,154765,186662,NA,NA,NA,NA,NA,NA,NA
"m[1,10] Assis BLAN",104670.727586667,105020.5,105129.173560537,10649.3,0.95,94220,113961,NA,NA,NA,NA,NA,NA,NA
"m[2,10] Assoc BLAN",114680.79508,114819,115268.541711806,13604.2,0.95,105785,123599,NA,NA,NA,NA,NA,NA,NA
"m[3,10] Full BLAN",141854.342933333,141871,141820.527659438,11938.9,0.95,130881,152576,NA,NA,NA,NA,NA,NA,NA
"m[4,10] Endow BLAN",163907.401066667,163258,160889.151861373,7947.8,0.95,151586,178155,NA,NA,NA,NA,NA,NA,NA
"m[5,10] Disting BLAN",193897.990866667,194072,193918.15519875,3572.4,0.95,174589,214209,NA,NA,NA,NA,NA,NA,NA
"m[1,11] Assis CEDP",66809.2894666667,66780.1,66889.9560852165,13471.4,0.95,61085.9,72611.3,NA,NA,NA,NA,NA,NA,NA
"m[2,11] Assoc CEDP",75987.3039933333,75919.6,75447.703283608,14272.8,0.95,72368.8,79783.8,NA,NA,NA,NA,NA,NA,NA
"m[3,11] Full CEDP",104708.022533333,104678.5,105054.002444887,10036.2,0.95,96502.4,112803,NA,NA,NA,NA,NA,NA,NA
"m[4,11] Endow CEDP",130027.2414,129872.5,129139.447454696,6678.4,0.95,115719,143820,NA,NA,NA,NA,NA,NA,NA
"m[5,11] Disting CEDP",157290.6054,157379.5,157081.318570821,3176.4,0.95,138188,176670,NA,NA,NA,NA,NA,NA,NA
"m[1,12] Assis CEUS",66370.7169066667,65578.35,64724.551190607,13859.4,0.95,55025.5,80238.8,NA,NA,NA,NA,NA,NA,NA
"m[2,12] Assoc CEUS",80854.8129666667,80946.4,81485.8599324808,13629,0.95,68005,92822.6,NA,NA,NA,NA,NA,NA,NA
"m[3,12] Full CEUS",107392.59116,107432,108377.662361673,13027.8,0.95,94123.9,119791,NA,NA,NA,NA,NA,NA,NA
"m[4,12] Endow CEUS",130283.106326667,130271.5,130699.061481377,10252.7,0.95,113951,148057,NA,NA,NA,NA,NA,NA,NA
"m[5,12] Disting CEUS",159101.295066667,159377,159693.623534847,3949.6,0.95,137518,179607,NA,NA,NA,NA,NA,NA,NA
"m[1,13] Assis CHEM",82897.2797933333,82731.85,82623.3238638825,11630.9,0.95,79836.4,86113.7,NA,NA,NA,NA,NA,NA,NA
"m[2,13] Assoc CHEM",105247.235726667,105159,105294.384570513,4268.5,0.95,95978.4,114583,NA,NA,NA,NA,NA,NA,NA
"m[3,13] Full CHEM",137158.675466667,137075,137665.383229776,1721.4,0.95,124074,151367,NA,NA,NA,NA,NA,NA,NA
"m[4,13] Endow CHEM",159387.590466667,159244.5,159709.162718916,2189.4,0.95,144955,174129,NA,NA,NA,NA,NA,NA,NA
"m[5,13] Disting CHEM",184571.106133333,184650,185118.745857926,3484.5,0.95,165936,203337,NA,NA,NA,NA,NA,NA,NA
"m[1,14] Assis CMCL",60261.2916266667,59920.65,59798.2746954744,9297,0.95,55317.5,66752.2,NA,NA,NA,NA,NA,NA,NA
"m[2,14] Assoc CMCL",76128.2988133333,76183.7,76555.2490624872,13596.8,0.95,71767,80704.3,NA,NA,NA,NA,NA,NA,NA
"m[3,14] Full CMCL",105045.812493333,104986.5,104776.960794394,5605.4,0.95,92814.7,118705,NA,NA,NA,NA,NA,NA,NA
"m[4,14] Endow CMCL",127920.42362,127784,126948.488232901,5309.7,0.95,112803,142511,NA,NA,NA,NA,NA,NA,NA
"m[5,14] Disting CMCL",155185.395466667,155261,156516.651698661,3574.6,0.95,136095,174840,NA,NA,NA,NA,NA,NA,NA
"m[1,15] Assis CMLT",61645.47018,62117.4,62646.8628244184,11546.2,0.95,51791.3,69532.4,NA,NA,NA,NA,NA,NA,NA
"m[2,15] Assoc CMLT",70815.3137933333,70490,70294.3971244599,12283.3,0.95,62800.6,79134.1,NA,NA,NA,NA,NA,NA,NA
"m[3,15] Full CMLT",98269.71286,98110.45,98508.6523291934,10572.9,0.95,87050.2,109422,NA,NA,NA,NA,NA,NA,NA
"m[4,15] Endow CMLT",124398.831273333,124248.5,123087.277959161,6887.2,0.95,109551,139970,NA,NA,NA,NA,NA,NA,NA
"m[5,15] Disting CMLT",151639.519533333,151756.5,151863.879498221,3184.5,0.95,132365,171700,NA,NA,NA,NA,NA,NA,NA
"m[1,16] Assis CRIN",64153.5159866667,64201.85,64394.0441568791,13351.3,0.95,61305.5,66821.4,NA,NA,NA,NA,NA,NA,NA
"m[2,16] Assoc CRIN",74360.37428,74306,74180.5914066439,14469.9,0.95,71273.1,77541.4,NA,NA,NA,NA,NA,NA,NA
"m[3,16] Full CRIN",97863.61162,97797.2,97814.4321996143,9538.3,0.95,91917.3,103909,NA,NA,NA,NA,NA,NA,NA
"m[4,16] Endow CRIN",122086.468306667,121481.5,120011.160191643,6069.3,0.95,112770,133008,NA,NA,NA,NA,NA,NA,NA
"m[5,16] Disting CRIN",152418.022133333,152479,151208.116972959,2463.7,0.95,132987,170990,NA,NA,NA,NA,NA,NA,NA
"m[1,17] Assis CSCI",94579.49602,94552.3,94459.497706962,15000,0.95,92216.8,96892.9,NA,NA,NA,NA,NA,NA,NA
"m[2,17] Assoc CSCI",109037.53138,109169,109537.403926304,8178.3,0.95,102269,115094,NA,NA,NA,NA,NA,NA,NA
"m[3,17] Full CSCI",134138.0428,134034.5,133295.874098584,6207.2,0.95,124929,142978,NA,NA,NA,NA,NA,NA,NA
"m[4,17] Endow CSCI",159744.0516,159683,160412.269779354,5088.7,0.95,145461,173693,NA,NA,NA,NA,NA,NA,NA
"m[5,17] Disting CSCI",186993.019266667,187277.5,188303.715607292,3156.7,0.95,167434,205799,NA,NA,NA,NA,NA,NA,NA
"m[1,18] Assis EALC",63540.3136,63552.85,63647.9143875245,14642.6,0.95,59597.4,67879.3,NA,NA,NA,NA,NA,NA,NA
"m[2,18] Assoc EALC",73572.3093333333,73421.05,72946.9525473569,11839.5,0.95,68935.2,78941.2,NA,NA,NA,NA,NA,NA,NA
"m[3,18] Full EALC",102970.978386667,102905.5,102087.211106349,8008.5,0.95,93252.3,113235,NA,NA,NA,NA,NA,NA,NA
"m[4,18] Endow EALC",127443.842133333,127295.5,125464.893839326,6751.1,0.95,113163,141917,NA,NA,NA,NA,NA,NA,NA
"m[5,18] Disting EALC",154686.734733333,154808,155041.009271928,3212.1,0.95,135276,173851,NA,NA,NA,NA,NA,NA,NA
"m[1,19] Assis ECON",115887.349333333,115436,115391.972908429,8860.2,0.95,109103,123639,NA,NA,NA,NA,NA,NA,NA
"m[2,19] Assoc ECON",139827.9596,139265.5,138146.45689498,2167,0.95,123044,159561,NA,NA,NA,NA,NA,NA,NA
"m[3,19] Full ECON",166073.565,165758.5,164601.972686276,2693.8,0.95,149956,182658,NA,NA,NA,NA,NA,NA,NA
"m[4,19] Endow ECON",189218.911533333,188685.5,188273.313100731,2488.2,0.95,171037,208866,NA,NA,NA,NA,NA,NA,NA
"m[5,19] Disting ECON",215110.902,214942,214118.710585401,3691.3,0.95,193541,237709,NA,NA,NA,NA,NA,NA,NA
"m[1,20] Assis ELPS",68806.0253466667,68599,68425.9129628717,13766.6,0.95,61342,76738.3,NA,NA,NA,NA,NA,NA,NA
"m[2,20] Assoc ELPS",82309.3534066667,82183,81548.7188122722,13335.1,0.95,73842.2,91263.8,NA,NA,NA,NA,NA,NA,NA
"m[3,20] Full ELPS",111403.6219,111256,111014.947304282,10233.8,0.95,98347.4,124621,NA,NA,NA,NA,NA,NA,NA
"m[4,20] Endow ELPS",134847.952766667,134724.5,133920.640745568,8525.1,0.95,119074,149925,NA,NA,NA,NA,NA,NA,NA
"m[5,20] Disting ELPS",162240.215733333,162372.5,163286.68078091,3609.2,0.95,142114,182264,NA,NA,NA,NA,NA,NA,NA
"m[1,21] Assis ENG",64888.4059266667,64780.55,64492.4377410456,13300.8,0.95,61183.9,68699.2,NA,NA,NA,NA,NA,NA,NA
"m[2,21] Assoc ENG",78109.0497466667,78079.55,78101.4509454497,15000,0.95,74585,81763.4,NA,NA,NA,NA,NA,NA,NA
"m[3,21] Full ENG",108601.47094,108625,108716.894765537,8540,0.95,101307,116706,NA,NA,NA,NA,NA,NA,NA
"m[4,21] Endow ENG",126017.311073333,125978.5,125606.555798274,5135.5,0.95,112278,140234,NA,NA,NA,NA,NA,NA,NA
"m[5,21] Disting ENG",157348.704533333,157488,157726.570332973,3117.8,0.95,138506,176072,NA,NA,NA,NA,NA,NA,NA
"m[1,22] Assis FINH",61727.45238,61755.05,61602.3252240341,13208.8,0.95,57541.6,66110.1,NA,NA,NA,NA,NA,NA,NA
"m[2,22] Assoc FINH",73177.29228,73238.55,73316.5092115093,9558.7,0.95,66412.7,80273.6,NA,NA,NA,NA,NA,NA,NA
"m[3,22] Full FINH",97463.1967533333,97532.15,97883.9372793233,4271.1,0.95,82892.7,110916,NA,NA,NA,NA,NA,NA,NA
"m[4,22] Endow FINH",124936.668853333,124889.5,124704.214601883,5546.8,0.95,110458,140340,NA,NA,NA,NA,NA,NA,NA
"m[5,22] Disting FINH",152134.307933333,152213,152332.759381189,2777.4,0.95,131678,171703,NA,NA,NA,NA,NA,NA,NA
"m[1,23] Assis FINS",63204.7098666667,63085.45,62980.6132349382,8205.9,0.95,52398.9,74135.2,NA,NA,NA,NA,NA,NA,NA
"m[2,23] Assoc FINS",72863.68978,72801.9,72948.9435375315,13623.1,0.95,67944.5,77786.9,NA,NA,NA,NA,NA,NA,NA
"m[3,23] Full FINS",103194.298946667,103144.5,103758.855498221,7195.8,0.95,89562.6,117545,NA,NA,NA,NA,NA,NA,NA
"m[4,23] Endow FINS",130172.934966667,131232.5,135449.659715407,6242.1,0.95,115795,141329,NA,NA,NA,NA,NA,NA,NA
"m[5,23] Disting FINS",155246.834733333,155370.5,155858.353014096,3213.8,0.95,135174,174998,NA,NA,NA,NA,NA,NA,NA
"m[1,24] Assis FOLK",62658.2306133333,63010.35,63177.7362512898,12333.8,0.95,55268.7,69222.4,NA,NA,NA,NA,NA,NA,NA
"m[2,24] Assoc FOLK",73158.0615533333,73013.5,72851.5543939088,10862.1,0.95,64620.6,82067,NA,NA,NA,NA,NA,NA,NA
"m[3,24] Full FOLK",99683.8628733333,99640.65,99375.9590874364,6567.5,0.95,87121.9,112026,NA,NA,NA,NA,NA,NA,NA
"m[4,24] Endow FOLK",125519.552973333,125225,125039.494984475,9687.3,0.95,115627,137473,NA,NA,NA,NA,NA,NA,NA
"m[5,24] Disting FOLK",153081.277,153144.5,152903.625673023,3539.3,0.95,133584,172391,NA,NA,NA,NA,NA,NA,NA
"m[1,25] Assis FRIT",66564.0497933333,67162.75,68592.4329387061,8005.8,0.95,56257.1,75901.2,NA,NA,NA,NA,NA,NA,NA
"m[2,25] Assoc FRIT",69051.1960133333,68394.15,67291.3747163784,9602.4,0.95,60416.3,79481.7,NA,NA,NA,NA,NA,NA,NA
"m[3,25] Full FRIT",104970.90096,104912.5,104620.957723198,9281.5,0.95,91928.8,118780,NA,NA,NA,NA,NA,NA,NA
"m[4,25] Endow FRIT",127598.34096,127555.5,128448.130417021,8142.4,0.95,111401,143283,NA,NA,NA,NA,NA,NA,NA
"m[5,25] Disting FRIT",154868.268666667,154920,154741.161407199,3744.7,0.95,133843,174201,NA,NA,NA,NA,NA,NA,NA
"m[1,26] Assis GEOG",70645.7138533333,70504.3,70325.5436590503,14365.1,0.95,63949.3,77525.8,NA,NA,NA,NA,NA,NA,NA
"m[2,26] Assoc GEOG",82003.3234733333,80968.8,78843.5188250014,10093.4,0.95,71722.7,95139.7,NA,NA,NA,NA,NA,NA,NA
"m[3,26] Full GEOG",113674.825366667,113827,114569.55883531,8347.4,0.95,101659,126046,NA,NA,NA,NA,NA,NA,NA
"m[4,26] Endow GEOG",136089.91314,135918.5,135707.401717834,7608.8,0.95,120780,152248,NA,NA,NA,NA,NA,NA,NA
"m[5,26] Disting GEOG",163360.808133333,163597.5,164397.072584697,3578.2,0.95,143261,183507,NA,NA,NA,NA,NA,NA,NA
"m[1,27] Assis GEOL",70790.7710333333,70841.75,70806.881707544,11491,0.95,67341.5,74164,NA,NA,NA,NA,NA,NA,NA
"m[2,27] Assoc GEOL",78604.008,78235.3,77856.0381672055,8418.2,0.95,73479.7,84408.5,NA,NA,NA,NA,NA,NA,NA
"m[3,27] Full GEOL",112756.676746667,112740.5,112566.262338658,4629.3,0.95,102657,123124,NA,NA,NA,NA,NA,NA,NA
"m[4,27] Endow GEOL",132456.192353333,132469.5,131789.84623637,4191.7,0.95,117559,146973,NA,NA,NA,NA,NA,NA,NA
"m[5,27] Disting GEOL",161477.3592,161683,161122.695700739,2691.2,0.95,141305,180091,NA,NA,NA,NA,NA,NA,NA
"m[1,28] Assis GERM",57738.8728333333,57818.8,57718.0659528552,8649.7,0.95,41390.6,73375.3,NA,NA,NA,NA,NA,NA,NA
"m[2,28] Assoc GERM",69477.0406733333,68948.85,68475.837782426,12458.1,0.95,56931.2,82278.6,NA,NA,NA,NA,NA,NA,NA
"m[3,28] Full GERM",99199.8530333333,99313.7,99142.731177371,13786.7,0.95,89825.3,108649,NA,NA,NA,NA,NA,NA,NA
"m[4,28] Endow GERM",120593.37328,120717.5,121361.765626556,7660.6,0.95,103011,137690,NA,NA,NA,NA,NA,NA,NA
"m[5,28] Disting GERM",149593.323353333,149684,148758.51242128,3409.8,0.95,128343,170913,NA,NA,NA,NA,NA,NA,NA
"m[1,29] Assis HIST",67114.5612733333,67052.65,66938.9897220707,15000,0.95,64404.5,70013.7,NA,NA,NA,NA,NA,NA,NA
"m[2,29] Assoc HIST",80686.4820866667,80578.35,80457.6831277954,10428.9,0.95,73749,87436.6,NA,NA,NA,NA,NA,NA,NA
"m[3,29] Full HIST",110048.82784,110016,109948.055832155,7734.4,0.95,101742,118918,NA,NA,NA,NA,NA,NA,NA
"m[4,29] Endow HIST",136918.0042,137223.5,137940.813499894,3789,0.95,126128,147572,NA,NA,NA,NA,NA,NA,NA
"m[5,29] Disting HIST",161542.725666667,161720.5,162692.580014311,3417.7,0.95,142286,180459,NA,NA,NA,NA,NA,NA,NA
"m[1,30] Assis INFO",92803.7251266667,92919.6,93114.4264588298,11639.4,0.95,83733.7,102292,NA,NA,NA,NA,NA,NA,NA
"m[2,30] Assoc INFO",102192.154806667,102141,102088.79385797,13666,0.95,94790.7,109593,NA,NA,NA,NA,NA,NA,NA
"m[3,30] Full INFO",136002.704533333,136244.5,136466.092142161,9300.4,0.95,125867,146258,NA,NA,NA,NA,NA,NA,NA
"m[4,30] Endow INFO",156024.885,155178.5,154111.028048957,9622.7,0.95,145960,168386,NA,NA,NA,NA,NA,NA,NA
"m[5,30] Disting INFO",184432.891066667,184605,185024.618592256,3688.7,0.95,164604,203287,NA,NA,NA,NA,NA,NA,NA
"m[1,31] Assis JOUR",69824.0758666667,69905.35,70039.9259756455,14167,0.95,66967.6,72892.8,NA,NA,NA,NA,NA,NA,NA
"m[2,31] Assoc JOUR",83212.3259466667,83319.45,83345.5609346991,7525.1,0.95,76042.4,90142.9,NA,NA,NA,NA,NA,NA,NA
"m[3,31] Full JOUR",102769.106893333,102436.5,101356.426300534,5750.9,0.95,94102.2,112724,NA,NA,NA,NA,NA,NA,NA
"m[4,31] Endow JOUR",132833.868266667,132706,132433.534242792,5006.7,0.95,119048,147793,NA,NA,NA,NA,NA,NA,NA
"m[5,31] Disting JOUR",159991.990466667,160338,161630.20238507,3044.6,0.95,140548,179102,NA,NA,NA,NA,NA,NA,NA
"m[1,32] Assis KINE",71227.7150466667,70929.5,69992.945513137,13126.3,0.95,64650.4,78211.2,NA,NA,NA,NA,NA,NA,NA
"m[2,32] Assoc KINE",85849.6077933333,85990.5,86302.787563078,14762.1,0.95,78162.8,93062.2,NA,NA,NA,NA,NA,NA,NA
"m[3,32] Full KINE",115654.570546667,115650,115421.277370296,11909.1,0.95,107016,124468,NA,NA,NA,NA,NA,NA,NA
"m[4,32] Endow KINE",138267.742733333,138227.5,139546.374001486,8621.5,0.95,123216,152692,NA,NA,NA,NA,NA,NA,NA
"m[5,32] Disting KINE",165556.4238,165678,165815.445427907,3459.3,0.95,146109,184847,NA,NA,NA,NA,NA,NA,NA
"m[1,33] Assis LAWS",129604.046626667,129822,130863.944341258,742.6,0.95,115987,143587,NA,NA,NA,NA,NA,NA,NA
"m[2,33] Assoc LAWS",148785.5322,148789,148739.236554754,14044.3,0.95,147879,149796,NA,NA,NA,NA,NA,NA,NA
"m[3,33] Full LAWS",164916.1764,164812,164653.164350167,1136.8,0.95,156123,173905,NA,NA,NA,NA,NA,NA,NA
"m[4,33] Endow LAWS",195055.330666667,195055.5,195243.477677292,1482.3,0.95,184582,205212,NA,NA,NA,NA,NA,NA,NA
"m[5,33] Disting LAWS",219244.197466667,219670,220420.822928681,827.5,0.95,197192,240490,NA,NA,NA,NA,NA,NA,NA
"m[1,34] Assis LGED",63233.58002,63360.5,63456.6323089767,8538.3,0.95,59906.4,66463.9,NA,NA,NA,NA,NA,NA,NA
"m[2,34] Assoc LGED",74419.1092533333,74409,74404.6860079329,11364.8,0.95,71218.8,77490.2,NA,NA,NA,NA,NA,NA,NA
"m[3,34] Full LGED",98635.08012,98363.8,99176.6460865496,2498.3,0.95,87442.9,111509,NA,NA,NA,NA,NA,NA,NA
"m[4,34] Endow LGED",126320.93726,126271.5,126048.334800841,2743.9,0.95,111912,140711,NA,NA,NA,NA,NA,NA,NA
"m[5,34] Disting LGED",153526.079466667,153665,153944.851914033,2298,0.95,133251,171363,NA,NA,NA,NA,NA,NA,NA
"m[1,35] Assis LING",69234.2886666667,69742.35,70195.2149218263,10805.9,0.95,57237.9,80800.7,NA,NA,NA,NA,NA,NA,NA
"m[2,35] Assoc LING",80683.9053733333,80615.2,80447.7683806826,13425,0.95,71198.4,90086.2,NA,NA,NA,NA,NA,NA,NA
"m[3,35] Full LING",107583.539946667,107531,108315.906998927,10468.1,0.95,94316.4,120884,NA,NA,NA,NA,NA,NA,NA
"m[4,35] Endow LING",133205.038106667,133130.5,133587.180179476,9308.8,0.95,116932,149317,NA,NA,NA,NA,NA,NA,NA
"m[5,35] Disting LING",160438.479333333,160642,163161.585438948,3715.8,0.95,139508,180495,NA,NA,NA,NA,NA,NA,NA
"m[1,36] Assis MATH",81333.6861866667,81640.85,81888.0785584308,6237.7,0.95,76877.4,85013.7,NA,NA,NA,NA,NA,NA,NA
"m[2,36] Assoc MATH",86020.2899933333,86022.9,85923.7692767569,9052.4,0.95,77956.6,93626.6,NA,NA,NA,NA,NA,NA,NA
"m[3,36] Full MATH",105965.989106667,105898,105891.260484552,6058.2,0.95,99885.8,112186,NA,NA,NA,NA,NA,NA,NA
"m[4,36] Endow MATH",139406.260733333,139358,139422.023814122,4928,0.95,125112,153995,NA,NA,NA,NA,NA,NA,NA
"m[5,36] Disting MATH",162801.725333333,162912.5,165180.05409527,2608.2,0.95,144623,181665,NA,NA,NA,NA,NA,NA,NA
"m[1,37] Assis MGMT",139499.940266667,138865.5,138154.5236991,3710.6,0.95,132842,147956,NA,NA,NA,NA,NA,NA,NA
"m[2,37] Assoc MGMT",164070.0564,165000,165308.825681244,3546.8,0.95,155625,168940,NA,NA,NA,NA,NA,NA,NA
"m[3,37] Full MGMT",185935.9944,185961.5,185952.112018115,4376.8,0.95,170802,199502,NA,NA,NA,NA,NA,NA,NA
